ISO3,Country,Year,Hypertension_Pct,Hypertension_Diagnosed_Pct,Hypertension_Treated_Pct,Hypertension_Controlled_Pct,Untreated_Stage2_Pct
KIR,Kiribati,1990,0.320878095026713,0.23459319601349,0.1629211664482825,0.0557706523681846,0.288704314716111
KIR,Kiribati,1991,0.31690656318407096,0.2390347512754855,0.16248251250704998,0.0556460988827336,0.2848968532138775
KIR,Kiribati,1992,0.31309119950059605,0.24372564447010697,0.1622712794055505,0.0558471858284631,0.28117623395699454
KIR,Kiribati,1993,0.309459297192112,0.248621018476208,0.1622800849997065,0.056372164371461246,0.2775945970355665
KIR,Kiribati,1994,0.3061154283317865,0.253665780494994,0.162485201803409,0.0572801494978402,0.2741333828339005
KIR,Kiribati,1995,0.3031086381004815,0.258797615484742,0.1628810968173815,0.05849088916221455,0.27083497792175903
KIR,Kiribati,1996,0.30058516500647003,0.263941164749945,0.163388827532785,0.05993594245341985,0.26770129488633654
KIR,Kiribati,1997,0.2985991060891705,0.26910173007008553,0.164062155995001,0.061572796342776404,0.2647472912992605
KIR,Kiribati,1998,0.2972340184073555,0.274201999061995,0.1648245682155165,0.0633293461952987,0.262028697957287
KIR,Kiribati,1999,0.2965553076950125,0.279253787626338,0.165631105030127,0.06508711606923145,0.2596301744525995
KIR,Kiribati,2000,0.296643084192947,0.2842637313690435,0.16651910490049698,0.0668799222617511,0.2575511122334725
KIR,Kiribati,2001,0.297539548043341,0.289240360679063,0.167492487676844,0.06870576288650761,0.255836203320009
KIR,Kiribati,2002,0.29931121903720903,0.29413490815515153,0.168480363861879,0.07047990793702849,0.254491804324944
KIR,Kiribati,2003,0.30200868916576,0.298886707993597,0.1694674829974705,0.0721148465241817,0.253530033567621
KIR,Kiribati,2004,0.305634134678216,0.30344012957699196,0.17034808472406449,0.07355063735215141,0.253030113722498
KIR,Kiribati,2005,0.310304919898914,0.3077430404636585,0.171049835841001,0.07468161299280154,0.252979875612092
KIR,Kiribati,2006,0.31594574931491903,0.31177303383293953,0.1714836760585675,0.0754234234898873,0.253428920230563
KIR,Kiribati,2007,0.322476526911851,0.315391913373845,0.171547977400641,0.075676772270384,0.2543326516707805
KIR,Kiribati,2008,0.329755188969677,0.3186535581467055,0.1712622451625225,0.07543609678345664,0.255651292591079
KIR,Kiribati,2009,0.33757829295109254,0.321536253845905,0.17061846791772,0.0747839357384869,0.25732890850454004
KIR,Kiribati,2010,0.34568410424102347,0.324085236787775,0.1696401144245595,0.0738731174783835,0.259309924041096
KIR,Kiribati,2011,0.3539577661621145,0.326166778532398,0.168320215022495,0.0727594987063146,0.261558993318312
KIR,Kiribati,2012,0.36226146583983854,0.327776617444972,0.16672893139405098,0.0715160912837952,0.2640830471532355
KIR,Kiribati,2013,0.370555399968711,0.3290569388206045,0.16486495526530648,0.07028410330235195,0.26687341209695703
KIR,Kiribati,2014,0.3788918978169905,0.330139298219878,0.162805054278125,0.0690433045733643,0.269956068356715
KIR,Kiribati,2015,0.387242687789333,0.330981892191646,0.16062296764734652,0.0678403731291594,0.2732014647437815
KIR,Kiribati,2016,0.3956149960445755,0.3317653418629445,0.15855434483088848,0.06673388900776961,0.2765412906886615
KIR,Kiribati,2017,0.404119639865213,0.3323978816963995,0.1564540213772895,0.0656997593874009,0.280029095799939
KIR,Kiribati,2018,0.41260536246483004,0.33309360924578446,0.154590406624745,0.06506532685001959,0.2836207241631445
KIR,Kiribati,2019,0.42113032158735153,0.33388788170221,0.152950101404711,0.0647334145001596,0.28730113472053054
MHL,Marshall Islands,1990,0.294607417275018,0.3294383258035565,0.293721112350528,0.09112115159333145,0.24525223751257702
MHL,Marshall Islands,1991,0.291978810825243,0.3335962519165445,0.2950574057226205,0.09237782439350306,0.2409523388855125
MHL,Marshall Islands,1992,0.289503252390769,0.337859671057168,0.2965528628789805,0.09407824963661951,0.236764873089311
MHL,Marshall Islands,1993,0.28716350459933504,0.342606621014622,0.298285984828607,0.09624157361732824,0.2327497885458955
MHL,Marshall Islands,1994,0.28503732698184847,0.3475803198659225,0.30019793782288096,0.0989283833913928,0.228894496726428
MHL,Marshall Islands,1995,0.28315176340194503,0.3525794196078685,0.302277478636171,0.10207784475677535,0.2252475161141445
