ISO3,Country,Year,Population,Population_Thousands,Population_Density,Median_Age,Population_Growth_Rate
TUV,Tuvalu,1951,4926.0,4.926,164.183,22.456,2.213
TUV,Tuvalu,1952,5050.0,5.05,168.317,22.273,2.753
TUV,Tuvalu,1953,5175.0,5.175,172.5,22.124,2.164
TUV,Tuvalu,1954,5269.0,5.269,175.633,21.961,1.442
TUV,Tuvalu,1955,5335.0,5.335,177.85,21.913,1.068
TUV,Tuvalu,1956,5389.0,5.389,179.633,21.862,0.928
TUV,Tuvalu,1957,5439.0,5.439,181.283,21.903,0.901
TUV,Tuvalu,1958,5497.0,5.497,183.233,22.011,1.237
TUV,Tuvalu,1959,5553.0,5.553,185.083,22.086,0.774
TUV,Tuvalu,1960,5598.0,5.598,186.617,22.211,0.875
TUV,Tuvalu,1961,5648.0,5.648,188.267,22.396,0.885
TUV,Tuvalu,1962,5699.0,5.699,189.983,22.443,0.93
TUV,Tuvalu,1963,5751.0,5.751,191.7,22.122,0.869
TUV,Tuvalu,1964,5752.0,5.752,191.733,20.169,-0.834
TUV,Tuvalu,1965,5715.0,5.715,190.517,17.782,-0.437
TUV,Tuvalu,1966,5686.0,5.686,189.517,16.986,-0.616
TUV,Tuvalu,1967,5652.0,5.652,188.417,16.723,-0.548
TUV,Tuvalu,1968,5624.0,5.624,187.45,16.642,-0.48
TUV,Tuvalu,1969,5631.0,5.631,187.7,16.744,0.746
TUV,Tuvalu,1970,5663.0,5.663,188.767,17.035,0.388
TUV,Tuvalu,1971,5685.0,5.685,189.5,17.393,0.387
TUV,Tuvalu,1972,5692.0,5.692,189.75,17.842,-0.123
TUV,Tuvalu,1973,5681.0,5.681,189.383,18.369,-0.264
TUV,Tuvalu,1974,5822.0,5.822,194.067,18.663,5.085
TUV,Tuvalu,1975,6117.0,6.117,203.883,18.749,4.791
TUV,Tuvalu,1976,6404.0,6.404,213.483,18.908,4.419
TUV,Tuvalu,1977,6686.0,6.686,222.85,19.131,4.174
TUV,Tuvalu,1978,6957.0,6.957,231.917,19.464,3.809
TUV,Tuvalu,1979,7184.0,7.184,239.45,19.701,2.603
TUV,Tuvalu,1980,7366.0,7.366,245.533,19.849,2.417
TUV,Tuvalu,1981,7526.0,7.526,250.867,20.18,1.887
TUV,Tuvalu,1982,7664.0,7.664,255.45,20.698,1.736
TUV,Tuvalu,1983,7789.0,7.789,259.633,21.342,1.515
TUV,Tuvalu,1984,7902.0,7.902,263.4,22.072,1.367
TUV,Tuvalu,1985,8045.999999999999,8.046,268.217,22.553,2.25
TUV,Tuvalu,1986,8217.0,8.217,273.917,22.789,1.959
TUV,Tuvalu,1987,8371.0,8.371,279.033,23.028,1.744
TUV,Tuvalu,1988,8518.0,8.518,283.933,23.255,1.738
TUV,Tuvalu,1989,8662.0,8.662,288.75,23.472,1.628
TUV,Tuvalu,1990,8798.0,8.798,293.267,23.681,1.478
TUV,Tuvalu,1991,8928.0,8.928,297.6,23.87,1.456
TUV,Tuvalu,1992,9038.0,9.038,301.267,23.962,0.996
TUV,Tuvalu,1993,9126.0,9.126,304.183,24.008,0.931
TUV,Tuvalu,1994,9207.0,9.207,306.917,24.048,0.858
TUV,Tuvalu,1995,9280.0,9.28,309.317,24.017,0.7
TUV,Tuvalu,1996,9342.0,9.342,311.4,23.865,0.642
TUV,Tuvalu,1997,9400.0,9.4,313.35,23.603,0.606
TUV,Tuvalu,1998,9451.0,9.451,315.033,23.331,0.466
TUV,Tuvalu,1999,9496.0,9.496,316.533,23.027,0.484
TUV,Tuvalu,2000,9544.0,9.544,318.133,22.736,0.524
TUV,Tuvalu,2001,9586.0,9.586,319.55,22.521,0.365
TUV,Tuvalu,2002,9623.0,9.623,320.75,22.42,0.385
TUV,Tuvalu,2003,9695.0,9.695,323.183,22.403,1.124
TUV,Tuvalu,2004,9816.0,9.816,327.2,22.42,1.345
TUV,Tuvalu,2005,9940.0,9.94,331.317,22.461,1.157
TUV,Tuvalu,2006,10056.0,10.056,335.183,22.527,1.164
TUV,Tuvalu,2007,10182.0,10.182,339.4,22.62,1.336
TUV,Tuvalu,2008,10321.0,10.321,344.033,22.731,1.376
TUV,Tuvalu,2009,10461.0,10.461,348.717,22.848,1.329
TUV,Tuvalu,2010,10614.0,10.614,353.8,22.975,1.564
TUV,Tuvalu,2011,10780.0,10.78,359.317,23.089,1.531
TUV,Tuvalu,2012,10934.0,10.934,364.483,23.149,1.326
TUV,Tuvalu,2013,11001.0,11.001,366.683,23.266,-0.118
TUV,Tuvalu,2014,10984.0,10.984,366.133,23.469,-0.182
TUV,Tuvalu,2015,10963.0,10.963,365.433,23.68,-0.201
TUV,Tuvalu,2016,10930.0,10.93,364.317,23.916,-0.412
TUV,Tuvalu,2017,10869.0,10.869,362.3,24.161,-0.699
TUV,Tuvalu,2018,10751.0,10.751,358.35,24.28,-1.498
TUV,Tuvalu,2019,10581.0,10.581,352.7,24.273,-1.682
TUV,Tuvalu,2020,10399.0,10.399,346.65,24.268,-1.779
TUV,Tuvalu,2021,10194.0,10.194,339.783,24.25,-2.227
TUV,Tuvalu,2022,9992.0,9.992,333.067,24.256,-1.761
TUV,Tuvalu,2023,9816.0,9.816,327.183,24.286,-1.803
