ISO3,Country,Year,Underweight_Pct,HealthyWeight_Pct,Overweight_Pct,Obesity_Pct,Class1_Obesity_Pct,Class2_Obesity_Pct,Morbid_Obesity_Pct
TON,Tonga,1998,0.0039661470608541,0.1350074186440857,0.30897992728587403,0.5433838871686445,0.27987306523176053,0.17290649415381426,0.09060432778306965
TON,Tonga,1999,0.00380503846839105,0.13247813277421283,0.30586564673561284,0.5495039861996363,0.2814254993532115,0.17525821265360594,0.09282027419281866
TON,Tonga,2000,0.00365493387845065,0.1300567410456432,0.3026074990333867,0.5556249432378475,0.28294940032886406,0.17754947183699693,0.09512607107198635
TON,Tonga,2001,0.0035147618683293,0.1277328523098514,0.29918165896875903,0.5617831779631887,0.28444771361438764,0.17978393418283004,0.09755153016597085
TON,Tonga,2002,0.00338377130131295,0.1254641957584442,0.29561684709562086,0.5679945442478112,0.2859079922527709,0.1819695190120527,0.10011703298298741
TON,Tonga,2003,0.00326219963064895,0.12322250224757184,0.2918856083009497,0.574314958940791,0.2873508286875125,0.1841129667728871,0.10285116348039129
TON,Tonga,2004,0.0031495706920998,0.1209941478149922,0.28796041107791315,0.5807856373237007,0.2887789784550389,0.18622433613129497,0.1057823227373668
TON,Tonga,2005,0.0030469349944627997,0.11877546602244135,0.28383523467835425,0.587416271724475,0.2901926945391889,0.18831488493363358,0.10890869225165234
TON,Tonga,2006,0.0029533556375306996,0.1165514769807281,0.2794681140954867,0.5942676334936228,0.29160795289229946,0.190383323488343,0.11227635711298034
TON,Tonga,2007,0.002868319715569,0.1143034726653547,0.27478878956847913,0.6014315661253309,0.29306176603413037,0.19245753007346883,0.11591227001773155
TON,Tonga,2008,0.00279160493568565,0.11201337364967301,0.26979765454705906,0.608929320504985,0.2945414783942054,0.1945555701209166,0.119832271989863
TON,Tonga,2009,0.0027219018406789003,0.1096847716484974,0.2645006864315522,0.6167540784033065,0.2960451684409787,0.19667604976013103,0.1240328602021967
TON,Tonga,2010,0.0026596363160048,0.10736676081066585,0.25898836577432666,0.6247658708712742,0.29752889022922746,0.19876289710691042,0.12847408353513629
TON,Tonga,2011,0.00260466038554705,0.10507339674023375,0.2532827012531761,0.6329305184328755,0.2989231516209398,0.20086536092184185,0.1331420058900937
TON,Tonga,2012,0.0025566254952754,0.102781640955239,0.24743019991416415,0.6412265008375071,0.30023907708334224,0.20296088938314205,0.1380265343710227
TON,Tonga,2013,0.00251475155746455,0.1004919642870212,0.2414635871114948,0.6496199900098771,0.3014468518724057,0.20507377154045256,0.1430993665970188
TON,Tonga,2014,0.0024792625330392,0.09820059741837811,0.2354042461180697,0.6580931319793499,0.30252415447967673,0.20723977530923726,0.14832920219043594
TON,Tonga,2015,0.0024505416123583503,0.0958972493102713,0.22928346763187357,0.6666240712640019,0.303434000222294,0.20947916627416657,0.1537109047675413
TON,Tonga,2016,0.00242858711882545,0.09359320182719616,0.22313153258719715,0.6751709602262737,0.3041826027284156,0.21176175829256705,0.15922659920529086
TON,Tonga,2017,0.0024147561676777,0.09133672273151369,0.21697373484167415,0.6836589149633766,0.30472230847062165,0.21407554829569544,0.16486105819705948
TON,Tonga,2018,0.0024089748153166,0.0891574190182331,0.2108686094106804,0.6919990523548506,0.3050422140845236,0.21640690371594207,0.17054993455438475
TON,Tonga,2019,0.0024107872551782502,0.0870481394454677,0.20480254132700146,0.7002134017606385,0.30515134239035774,0.2187542019104297,0.17630785745985095
TON,Tonga,2020,0.0024191918774376002,0.08498021356378865,0.19876513211936137,0.7083438458907437,0.3051106925186401,0.2211119031480333,0.1821212502240703
TON,Tonga,2021,0.0024334524586565,0.08294881849931725,0.19277589419823427,0.7163764294446777,0.30492192143092045,0.22346550159336437,0.18798900642039285
TON,Tonga,2022,0.0024537034382532503,0.0809559726016686,0.18684155022879015,0.7243028023553597,0.3046004899008155,0.22579108343645904,0.19391122901808516
