ISO3,Country,Year,Underweight_Pct,HealthyWeight_Pct,Overweight_Pct,Obesity_Pct,Class1_Obesity_Pct,Class2_Obesity_Pct,Morbid_Obesity_Pct,Diabetes_Pct,Diabetes_Treated_Pct,Hypertension_Pct,Hypertension_Diagnosed_Pct,Hypertension_Treated_Pct,Hypertension_Controlled_Pct,Untreated_Stage2_Pct,Dietary_Energy_kcal,Fat_g,Protein_g,Food_Imports_Export_Value_Pct,Population,Population_Thousands,Population_Density,Median_Age,Population_Growth_Rate
ASM,American Samoa,1990,0.49013730205672,9.82802152646583,23.91770246910398,64.90639709460389,29.96905385975811,20.892994472881778,14.04434876196398,0.2119316907096635,0.274700148445479,0.4518451267108995,0.349203263569696,0.2783345873636945,0.0547393466651449,0.2829123302050355,,,,,46640.0,46.64,233.2,19.825,2.8
ASM,American Samoa,1991,0.47115312406016996,9.49076730859128,23.52631431189726,65.6939932208397,29.9254131470312,21.23525696276994,14.53332311103854,0.220034417502778,0.271804591871756,0.4487507945632135,0.350373872635539,0.277501731199221,0.054448479048089,0.278761322132125,,,,,47882.0,47.882,239.41,19.883,2.46
ASM,American Samoa,1992,0.45343553077258997,9.19993918039001,23.1602323578871,66.40490354059769,29.85954090530893,21.53484516595092,15.01051746933782,0.2283390860324505,0.268938313461991,0.445736867311696,0.3516333963055494,0.2768914350735605,0.0545069077345338,0.2747694824092835,,,,,49038.0,49.038,245.192,19.917,2.315
ASM,American Samoa,1993,0.43689547923788996,8.95151003461676,22.81999063298639,67.04292468790605,29.77701247792377,21.79350270174544,15.47240950823681,0.236887903033326,0.266083375532647,0.44278579382085,0.3529681868620165,0.2765069333266695,0.054880623757432,0.2709416288778025,,,,,50159.0,50.159,250.795,19.953,2.205
ASM,American Samoa,1994,0.4216352767489,8.74066581830117,22.50457518729721,67.61400353322976,29.68319348990721,22.0152162509026,15.91559379241992,0.2456859412178605,0.263203136361014,0.4399329619698779,0.354604458062472,0.2762864129913815,0.0556122980693939,0.2672439635492655,,,,,51251.0,51.251,256.255,19.991,2.103
ASM,American Samoa,1995,0.40748599399559,8.56445647684946,22.21325240343531,68.12221843903576,29.58142998670445,22.20272311397538,16.338065338355932,0.2547461226195955,0.260308007850738,0.4372267323575365,0.3562477575400905,0.276227049585333,0.0566479683248291,0.263687650426288,,,,,52316.0,52.316,261.58,20.03,2.011
ASM,American Samoa,1996,0.39424183601976,8.41563240605987,21.942564304632718,68.57909190157649,29.47360714349892,22.36292328531391,16.74256147276365,0.2640167288976625,0.25752252421945,0.434858256615499,0.357884137771516,0.27625468089483,0.0579038608771799,0.260278591952194,,,,,53353.0,53.353,266.767,20.078,1.917
ASM,American Samoa,1997,0.38188175389472,8.29106960087896,21.68997197345126,68.99054715721492,29.361787762763047,22.49823819468947,17.13052119976238,0.2733635722204785,0.254843684290701,0.432878501241894,0.359747186530681,0.276479652379023,0.0593536647009253,0.257074047722104,,,,,54362.0,54.362,271.81,20.129,1.829
ASM,American Samoa,1998,0.37026740758895,8.185761283396891,21.45170159600744,69.36554251346921,29.245837397448348,22.61293693371198,17.50676818230886,0.282665137515309,0.252339860568613,0.4313671153529634,0.3617568338715475,0.2769152710505835,0.0609447876402121,0.2541193211657625,,,,,55334.0,55.334,276.668,20.179,1.715
ASM,American Samoa,1999,0.35953183367916,8.096604735958419,21.22364852476196,69.71142589113984,29.12825474978874,22.708651179644278,17.87451996170679,0.291792878165975,0.25014195583695,0.43038769452743,0.364055944049766,0.277519238201547,0.062612928888184,0.25148342901802,,,,,56248.0,56.248,281.24,20.237,1.565
ASM,American Samoa,2000,0.34963313660682,8.0203179511202,21.00335464181465,70.03393678804606,29.00885278638428,22.789421283530938,18.23566271813081,0.300588081840546,0.2482764440585205,0.429954537296895,0.3666613125254185,0.2784174505385045,0.0644043164190111,0.2490773598250285,,,,,56855.0,56.855,284.272,20.341,0.586
ASM,American Samoa,2001,0.3405222262869,7.9541629215361995,20.78773816943055,70.3391436950808,28.88673693347041,22.85864308027707,18.5937636813333,0.3088685717587069,0.246863437651586,0.4300688142162625,0.3696623686073085,0.27967304277475,0.0663484756839937,0.246952230074398,,,,,57053.0,57.053,285.267,20.517,0.114
ASM,American Samoa,2002,0.33214064832599,7.895403060683879,20.57414405677217,70.63264822078798,28.761985625256692,22.917645288535198,18.95301730699606,0.3164122567887295,0.24593280753653,0.43074374401862,0.373085442961978,0.281280920758763,0.0684606150517149,0.2451616843936699,,,,,57062.0,57.062,285.308,20.731,-0.086
ASM,American Samoa,2003,0.32447635131124997,7.841546664180191,20.35980521804166,70.91974179337663,28.63350496748329,22.970562750247538,19.31567407564578,0.3230259281561199,0.245565992078127,0.4319884086187215,0.37700053037874,0.2831617193894365,0.0706930033070822,0.243691414254589,,,,,56971.0,56.971,284.853,20.955,-0.233
ASM,American Samoa,2004,0.31752994501036,7.79082482167887,20.14045668709244,71.20651635173907,28.502226809193022,23.02225374594607,19.68203579659996,0.3286170110265455,0.2458498279410245,0.4337266948935555,0.3814784521768685,0.285323846718111,0.0730442141261933,0.242559529077103,,,,,56818.0,56.818,284.09,21.169,-0.303
ASM,American Samoa,2005,0.31142456500757004,7.742058239119159,19.91434815472151,71.49575125879608,28.369402148339066,23.073175795640292,20.05317331481671,0.332958407256183,0.246864884177988,0.435943321306618,0.386545000031846,0.2877003679412599,0.0754569941455862,0.241817319667256,,,,,56617.0,56.617,283.085,21.359,-0.406
ASM,American Samoa,2006,0.30606005152981,7.694375146642201,19.67974238799009,71.79026376560365,28.23271660641723,23.12629189090499,20.431255268281408,0.3361395466406575,0.248513726312209,0.438583189936474,0.3921157479651295,0.29009441287692,0.0778411773062591,0.2414501355870125,,,,,56374.0,56.374,281.873,21.504,-0.452
